"","topic","country","ngo","id","viewCount","likeCount","dislikeCount","favoriteCount","commentCount","title","description","thumbnail","tags","categoryId","localized_title","localized_desc"
"33","migration","pl","nomadango","dz9gQztlLs4","14","0","1","0","0","#Marhaba - trzecie spotkanie filmowe","","https://i.ytimg.com/vi/dz9gQztlLs4/maxresdefault.jpg",NA,"29","#Marhaba - trzecie spotkanie filmowe",""
"34","migration","pl","nomadango","csWiG8Jw2HI","22","0","1","0","0","#Marhaba - drugie spotkanie filmowe","","https://i.ytimg.com/vi/csWiG8Jw2HI/maxresdefault.jpg",NA,"29","#Marhaba - drugie spotkanie filmowe",""
"35","migration","pl","nomadango","SKspyCl5TMg","36","0","0","0","0","#MARHABA - Pierwsze spotkanie filmowe","Tak było na pierwszym spotkaniu z cyklu ‪#‎Marhaba‬. Bardzo dziękujemy Konitafilms za materiał filmowy i zapraszamy Was w najbliższy czwartek: Twierdza Europa. Pokaz filmów dokumentalnych Tomasa Rafy i Jamie'go Noel'a

#marhaba ‪#‎wrocław‬","https://i.ytimg.com/vi/SKspyCl5TMg/maxresdefault.jpg","marhaba nomada debata dyskusja barbara wrocław","29","#MARHABA - Pierwsze spotkanie filmowe","Tak było na pierwszym spotkaniu z cyklu ‪#‎Marhaba‬. Bardzo dziękujemy Konitafilms za materiał filmowy i zapraszamy Was w najbliższy czwartek: Twierdza Europa. Pokaz filmów dokumentalnych Tomasa Rafy i Jamie'go Noel'a

#marhaba ‪#‎wrocław‬"
"36","migration","pl","nomadango","vDEmI500H4A","387","0","1","0","0","NOMADA: prezentacja raportu - 21.03.2011","„Masz problem?"" - raport na temat przestępstw motywowanych nienawiścią we Wrocławiu. Stowarzyszenie na Rzecz Integracji Społeczeństwa Wielokulturowego NOMADA zaprasza na prezentację.
***
22.03.2011 Księgarnia „Falanster"" ul. Św. Antoniego 23 we Wrocławiu
***
Z okazji Międzynarodowego Dnia Walki z Rasizmem Stowarzyszenie Nomada pragnie zaprezentować raport z badań przeprowadzonych we Wrocławiu w drugiej połowie 2010r. Badania polegały na prowadzeniu obserwacji uczestniczącej, wywiadów pogłębionych i ankiet głównie wśród imigrantów we Wrocławiu, a także wśród osób ze środowiska alternatywnego (osoby, którym bliskie są idee alterglobalizmu, feminizmu, ekologii, równości, itp. często wyróżniający się wyglądem i/lub alternatywnym stylem życia) na temat przemocy motywowanej uprzedzeniami.","https://i.ytimg.com/vi/vDEmI500H4A/maxresdefault.jpg","nomada","29","NOMADA: prezentacja raportu - 21.03.2011","„Masz problem?"" - raport na temat przestępstw motywowanych nienawiścią we Wrocławiu. Stowarzyszenie na Rzecz Integracji Społeczeństwa Wielokulturowego NOMADA zaprasza na prezentację.
***
22.03.2011 Księgarnia „Falanster"" ul. Św. Antoniego 23 we Wrocławiu
***
Z okazji Międzynarodowego Dnia Walki z Rasizmem Stowarzyszenie Nomada pragnie zaprezentować raport z badań przeprowadzonych we Wrocławiu w drugiej połowie 2010r. Badania polegały na prowadzeniu obserwacji uczestniczącej, wywiadów pogłębionych i ankiet głównie wśród imigrantów we Wrocławiu, a także wśród osób ze środowiska alternatywnego (osoby, którym bliskie są idee alterglobalizmu, feminizmu, ekologii, równości, itp. często wyróżniający się wyglądem i/lub alternatywnym stylem życia) na temat przemocy motywowanej uprzedzeniami."
"37","migration","pl","PolAkHum","BsbB5Y61y0o","23827","0","3","0","0","DAJ ZNAK WODNY | PAH","Dzisiaj Światowy Dzień Wody! 
Woda to picie, gotowanie, higiena osobista. Woda to bezpieczeństwo, zdrowie, godność osobista. Okaż solidarność, daj swój znak wodny!","https://i.ytimg.com/vi/BsbB5Y61y0o/maxresdefault.jpg","woda znak wodny daj znak wodny PAH Polska Akcja Humanitarna Polish Humanitarian Action 4Frame Światowy Dzień Wody World Water Day social media media społecznościowe Somalia solidarność dostęp do wody dlaczego woda jest ważna woda w Afryce Ochojska Janina Ochojska Janka Ochojska Mogadiszu działaj facebook jak działać jak pomagać Afryka róg Afryki kiosk wodny studnia","29","DAJ ZNAK WODNY | PAH","Dzisiaj Światowy Dzień Wody! 
Woda to picie, gotowanie, higiena osobista. Woda to bezpieczeństwo, zdrowie, godność osobista. Okaż solidarność, daj swój znak wodny!"
"38","migration","pl","PolAkHum","YzXDxHBptTo","99","0","4","0","0","13. PZU Półmaraton Warszawski #SAMENIOSĄ | PAH","Już 25 marca 2018 r. odbędzie się 13. PZU Półmaraton Warszawski, a pośród biegaczy nasza wspaniała dryżyna PAH, która zbiera pieniądze na dostęp do wody na świecie.
Michale, Damianie, Justyno, Edyto, Sławomirze, Magdaleno, Szymonie, Krzysztofie, Karolino, Wojciechu, Emilio, Olgo, Kamilo, Bartoszu, Marcinie, Łukaszu, Bartku, Marto, Pawle, Kamilu, Mariuszu, Dariuszu, Beato, Pawle, Patryku, Mikołaju, Anno, Tomaszu, Adamie, Tomaszu, Michale, Mirceo - dziękujemy za Wasze zaangażowanie! 
Ślemy Wam najserdeczniejsze pozdrowienia z Somalii, gdzie zapewniamy dostęp do wody m.in. dla osób wewnętrznie przemieszczonych przebywających w obozach. 
Trzymamy kciuki za Wasz bieg i niech Was nogi #sameniosą!","https://i.ytimg.com/vi/YzXDxHBptTo/maxresdefault.jpg","Somalia PAH Polska Akcja Humanitarna Polish Humanitarian Action woda kiosk wodny water kiosk IDP IDP camps same niosą water 13. PZU Półmaraton Warszawski Półmaraton Maraton Warszawa Marathon halfmarathon pomaganie pomoc działamy pomoc humanitarian humanitarian aid charity run running","29","13. PZU Półmaraton Warszawski #SAMENIOSĄ | PAH","Już 25 marca 2018 r. odbędzie się 13. PZU Półmaraton Warszawski, a pośród biegaczy nasza wspaniała dryżyna PAH, która zbiera pieniądze na dostęp do wody na świecie.
Michale, Damianie, Justyno, Edyto, Sławomirze, Magdaleno, Szymonie, Krzysztofie, Karolino, Wojciechu, Emilio, Olgo, Kamilo, Bartoszu, Marcinie, Łukaszu, Bartku, Marto, Pawle, Kamilu, Mariuszu, Dariuszu, Beato, Pawle, Patryku, Mikołaju, Anno, Tomaszu, Adamie, Tomaszu, Michale, Mirceo - dziękujemy za Wasze zaangażowanie! 
Ślemy Wam najserdeczniejsze pozdrowienia z Somalii, gdzie zapewniamy dostęp do wody m.in. dla osób wewnętrznie przemieszczonych przebywających w obozach. 
Trzymamy kciuki za Wasz bieg i niech Was nogi #sameniosą!"
"39","migration","pl","PolAkHum","W2R7nNHWESA","35881","0","5","0","0","Program dożywiania dzieci | PAJACYK","Pajacyk to program dożywiania dzieci w Polce, działający od 1998 r. Do tej pory zapewniliśmy posiłki dla 67 853  dzieci w całej Polsce. Program działa dzięki wsparciu Darczyńców. Wesprzyj nas i przekaż darowiznę online: www.pajacyk.pl 


Film zrealizowano w Szkole Podstawowej im. Ziemi Kaszubskiej w Goręczynie. 

W filmie występują:
Magdalena Szymczak - koordynatorka programu dożywiania w Polsce, Elżbieta Korzeniewska - dyrektorka szkoły oraz nauczycielki i pracowniczki: Katarzyna Orzechowska, Renata Jaskulska, Justyna Ustawska, Teresa Zając a także uczennice i uczniowie szkoły. 

Realizacja filmu: Paweł Wyszomirski 

Odwiedź nas: 

www.pah.org.pl
www.pajacyk.pl","https://i.ytimg.com/vi/W2R7nNHWESA/maxresdefault.jpg","Pajacyk niedożywienie w Polsce Polska Akcja Humaniarna szkoła podstawowa w Goręczynie magdalena szymczak program dożywiania Pajacyk pajac głodne dzieci w Polsce Kliknij w pajacyka jak dziala Pajacyk jak działa Pajacyk jak wesprzec Pajacyka klikaj dożywianie posiłek obiad stołówka szkoła jedzenie posiłki zdrowe jedzenie","29","Program dożywiania dzieci | PAJACYK","Pajacyk to program dożywiania dzieci w Polce, działający od 1998 r. Do tej pory zapewniliśmy posiłki dla 67 853  dzieci w całej Polsce. Program działa dzięki wsparciu Darczyńców. Wesprzyj nas i przekaż darowiznę online: www.pajacyk.pl 


Film zrealizowano w Szkole Podstawowej im. Ziemi Kaszubskiej w Goręczynie. 

W filmie występują:
Magdalena Szymczak - koordynatorka programu dożywiania w Polsce, Elżbieta Korzeniewska - dyrektorka szkoły oraz nauczycielki i pracowniczki: Katarzyna Orzechowska, Renata Jaskulska, Justyna Ustawska, Teresa Zając a także uczennice i uczniowie szkoły. 

Realizacja filmu: Paweł Wyszomirski 

Odwiedź nas: 

www.pah.org.pl
www.pajacyk.pl"
"40","migration","pl","PolAkHum","zRz3uMHSvLo","5486","0","2","0","0","Co robimy na wschodzie Ukrainy? / Our activities in east Ukraine | PAH","Marina jest pracownikiem socjalnym w centrum informacyjnym PAH w Bachmut na wschodzie Ukrainy. Centra pomocowe oferują wsparcie dla osób wewnętrznie przemieszczonych i członków lokalnej społeczności w zakresie porad prawnych, psychologicznych, socjalnych, doradztwa zawodowego. Osoby w największej potrzebie otrzymują również wsparcie finansowe.

Projekt współfinansowany w ramach programu polskiej współpracy rozwojowej Ministerstwa Spraw Zagranicznych RP.

In eastern Ukraine PAH established two Information and Integration Centres for both IDPs and a local community of the towns of Bakhmut and Avdiivka. Marina is a social worker in the information center in the city of Bakhmut. In our centres we offer consulling (social, vocational, juridical). Moreover, we support those who are in greates need with cash grants. 

The Project is co-financed by the Polish development cooperation programme of the Ministry of Foreign Affairs of the Republic of Poland.","https://i.ytimg.com/vi/zRz3uMHSvLo/maxresdefault.jpg","Ukraina Ukraine social worker pracownik socjalny pracownik humanitarny humanitarian worker humanitarian aid pomoc humanitarna Polska Akcja Humanitarna wchód Ukrainy east Ukraine armed conflict konflikt zbrojny konflikt na Ukrainie conflict in Ukraine cash grants IDP osoby wewnętrznie przemieszczone misja mission Janka Ochojska Janina Ochojska pomaganie charity pomagam działam","29","Co robimy na wschodzie Ukrainy? / Our activities in east Ukraine | PAH","Marina jest pracownikiem socjalnym w centrum informacyjnym PAH w Bachmut na wschodzie Ukrainy. Centra pomocowe oferują wsparcie dla osób wewnętrznie przemieszczonych i członków lokalnej społeczności w zakresie porad prawnych, psychologicznych, socjalnych, doradztwa zawodowego. Osoby w największej potrzebie otrzymują również wsparcie finansowe.

Projekt współfinansowany w ramach programu polskiej współpracy rozwojowej Ministerstwa Spraw Zagranicznych RP.

In eastern Ukraine PAH established two Information and Integration Centres for both IDPs and a local community of the towns of Bakhmut and Avdiivka. Marina is a social worker in the information center in the city of Bakhmut. In our centres we offer consulling (social, vocational, juridical). Moreover, we support those who are in greates need with cash grants. 

The Project is co-financed by the Polish development cooperation programme of the Ministry of Foreign Affairs of the Republic of Poland."
"41","migration","pl","PolAkHum","ziR7GARforE","556","0","15","0","1","Dziękujemy za wsparcie","","https://i.ytimg.com/vi/ziR7GARforE/maxresdefault.jpg",NA,"29","Dziękujemy za wsparcie",""
"42","migration","pl","PolAkHum","R8-pimxErAI","22054","0","2","1","0","Fahmo Aamiin opowiada o swojej pracy jako  promotorka higieny.","Fahmo Aamiin, nasza promotorka higieny pracuje wolontarystycznie w obozie dla osób wewnętrznie przemieszczonych Burale 2 w Somalii. Posłuchaj na czym polega jej praca!","https://i.ytimg.com/vi/R8-pimxErAI/maxresdefault.jpg","somalia promocja higieny obozy dla uchodzcow w somalii ostra biegunka mycie rąk Polska Akcja Humanitarna wysiedlenia z obozów dla uchodźców brak wody w somalii PAH Polish Humanitarian Action pomoc w Somalii Janina Ochojska hygiene promotion humanitarian action","29","Fahmo Aamiin opowiada o swojej pracy jako  promotorka higieny.","Fahmo Aamiin, nasza promotorka higieny pracuje wolontarystycznie w obozie dla osób wewnętrznie przemieszczonych Burale 2 w Somalii. Posłuchaj na czym polega jej praca!"
"43","migration","pl","PolAkHum","V1-776rFnig","2290","0","0","0","0","Praca wre w Somalii - 95 nowych latryn | PAH","95 nowych latryn właśnie powstaje w obozach w dystrykcie Kaxda w Mogadiszu w Somalii. Latryny są potrzebne bo do obozów trafiły rodziny przymusowo wysiedlone z innych lokalizacji. 

Projekt współfinansowany przez Komisję Europejską (ECHO) oraz firmę Noxan.","https://i.ytimg.com/vi/V1-776rFnig/maxresdefault.jpg","Somalia latryny latrines WASH water woda sanitation sanitariaty IDP IDP camp obóz humanitarian aid pomoc humanitarna toaleta toilet toilets WC Polska Akcja Humanitarna Polish Humanitarian Action misja Afryka PAH","29","Praca wre w Somalii - 95 nowych latryn | PAH","95 nowych latryn właśnie powstaje w obozach w dystrykcie Kaxda w Mogadiszu w Somalii. Latryny są potrzebne bo do obozów trafiły rodziny przymusowo wysiedlone z innych lokalizacji. 

Projekt współfinansowany przez Komisję Europejską (ECHO) oraz firmę Noxan."
"44","migration","pl","PolAkHum","ESAEEnok7hk","133","0","6","0","0","How to talk about the world?","„We are the receivers of countless images and messages, which are only bits and pieces of reality. These messages are not neutral – they present certain image of the world, a narrow perspective. They may spread and reassure stereotypes or alternatively undermine and question them. It is important from time to time to pause and think how I use media coverage, and how do I talk about other people and represent them” .

This animation shows how to present people and difficult situations with dignity, equality and respect. 
Download our publication „How to talk about the world?” [in Polish] (http://bit.ly/poradnik_jak_mowic) and learn more. 

You can also download The Dóchas Code of Conduct on Images and Messages [in English]
(http://www.dochas.ie/images-and-messages) 

Animation: Piotr Chmielewski 
Script: Agnieszka Bułacik
Consultations: Łukasz Bartosik
Special thanks to Marcin Pośpiech (lector). 
Translated by Łukasz Niparko & Niall Pettitt","https://i.ytimg.com/vi/ESAEEnok7hk/maxresdefault.jpg","Dochas Dochas Code of Conduct on Images kodeks obrazów i wiadomośći edukacja globalna jak mówić o większości świata how to talk about the worls critical thininking stereotypes Polish Humanitarian Action development education","29","How to talk about the world?","„We are the receivers of countless images and messages, which are only bits and pieces of reality. These messages are not neutral – they present certain image of the world, a narrow perspective. They may spread and reassure stereotypes or alternatively undermine and question them. It is important from time to time to pause and think how I use media coverage, and how do I talk about other people and represent them” .

This animation shows how to present people and difficult situations with dignity, equality and respect. 
Download our publication „How to talk about the world?” [in Polish] (http://bit.ly/poradnik_jak_mowic) and learn more. 

You can also download The Dóchas Code of Conduct on Images and Messages [in English]
(http://www.dochas.ie/images-and-messages) 

Animation: Piotr Chmielewski 
Script: Agnieszka Bułacik
Consultations: Łukasz Bartosik
Special thanks to Marcin Pośpiech (lector). 
Translated by Łukasz Niparko & Niall Pettitt"
"45","migration","pl","PolAkHum","wxRN2Yf-_1g","44","0","0","0","0","SESSION 5: The Role of Technology and Data in MEAL","Session Five: The Role of Technology and Data in MEAL is part of the conference ""CURRENT CHALLENGES IN HUMANITARIAN ACTION” organised to celebrate 25th anniversaries of Polish Humanitarian Action and NOHA. The conference aimed to bring together different perspectives on current issues facing humanitarian aid worldwide. Through providing an academic forum for international and local entities engaged in humanitarian action, the conference enabled the dynamic exchange between institutional, legal and practical perspectives of responding to challenges. 


Panelists:  
International perspective: Dr Bartel van de Walle, Delft University of Technology
Discussion: Dr Bartel van de Walle (Delft University of Technology), Kordian Kochanowicz (Polish Humanitarian Action), Katherine Kramer (Geneva Call), Peter Das (ZOA)","https://i.ytimg.com/vi/wxRN2Yf-_1g/maxresdefault.jpg","The Role of Technology and Data in MEAL Polska Akcja Humanitarna elft University of Technology Dr Bartel van de Walle Katherine Kramer CURRENT CHALLENGES IN HUMANITARIAN ACTION NOHA Network on Humanitarian Action Network on humanitarian Action monitoring and eveluation ewaluation in humaniotarian action MEAL ZOA","29","SESSION 5: The Role of Technology and Data in MEAL","Session Five: The Role of Technology and Data in MEAL is part of the conference ""CURRENT CHALLENGES IN HUMANITARIAN ACTION” organised to celebrate 25th anniversaries of Polish Humanitarian Action and NOHA. The conference aimed to bring together different perspectives on current issues facing humanitarian aid worldwide. Through providing an academic forum for international and local entities engaged in humanitarian action, the conference enabled the dynamic exchange between institutional, legal and practical perspectives of responding to challenges. 


Panelists:  
International perspective: Dr Bartel van de Walle, Delft University of Technology
Discussion: Dr Bartel van de Walle (Delft University of Technology), Kordian Kochanowicz (Polish Humanitarian Action), Katherine Kramer (Geneva Call), Peter Das (ZOA)"
"46","migration","pl","PolAkHum","NditxH5-Zwc","80","0","1","0","0","SESSION 1: Rules, Principles and Values of Humanitarian Action","Session One:  Rules, Principles and Values of Humanitarian Action is part of the conference ""CURRENT CHALLENGES IN HUMANITARIAN ACTION” organised to celebrate 25th anniversaries of Polish Humanitarian Action and NOHA. 

The conference aimed to bring together different perspectives on current issues facing humanitarian aid worldwide. Through providing an academic forum for international and local entities engaged in humanitarian action, the conference enabled the dynamic exchange between institutional, legal and practical perspectives of responding to challenges.

Panelist: 
International perspective: Jan Weuts, Caritas Internationalis
Legal perspective: Dr Dorota Heidrich, UW, NOHA
Discussion: Jan Weuts (Caritas Internationalis), Marek Stys (People In Need),
Muhammad Mian Junaid (Polish Humanitarian Action)","https://i.ytimg.com/vi/NditxH5-Zwc/maxresdefault.jpg","values of humanitarian action NOHA Polish Humanitarian Action Dr Dorota Heidrich Jan Weuts Caritas Internationalis Marek Stys People In Need polska Akcja humanitarna' uniwersytet warszawski humanitarian summit CURRENT CHALLENGES IN HUMANITARIAN ACTION","29","SESSION 1: Rules, Principles and Values of Humanitarian Action","Session One:  Rules, Principles and Values of Humanitarian Action is part of the conference ""CURRENT CHALLENGES IN HUMANITARIAN ACTION” organised to celebrate 25th anniversaries of Polish Humanitarian Action and NOHA. 

The conference aimed to bring together different perspectives on current issues facing humanitarian aid worldwide. Through providing an academic forum for international and local entities engaged in humanitarian action, the conference enabled the dynamic exchange between institutional, legal and practical perspectives of responding to challenges.

Panelist: 
International perspective: Jan Weuts, Caritas Internationalis
Legal perspective: Dr Dorota Heidrich, UW, NOHA
Discussion: Jan Weuts (Caritas Internationalis), Marek Stys (People In Need),
Muhammad Mian Junaid (Polish Humanitarian Action)"
"47","migration","pl","PolAkHum","6Ha4z2RAQxc","18640","0","0","0","0","Welcome address to the conference","Welcome address is part of the conference ""CURRENT CHALLENGES IN HUMANITARIAN ACTION” organised to celebrate 25th anniversaries of Polish Humanitarian Action and NOHA. 

The conference aimed to bring together different perspectives on current issues facing humanitarian aid worldwide. Through providing an academic forum for international and local entities engaged in humanitarian action, the conference enabled the dynamic exchange between institutional, legal and practical perspectives of responding to challenges.

Welcome address: 

Prof Jolanta Choińska-Mika, Vice-Rector of the University of Warsaw
Prof Joost Herman, President of NOHA
Ms Janina Ochojska, President of PAH’s Management Board","https://i.ytimg.com/vi/6Ha4z2RAQxc/maxresdefault.jpg","Janina Ochojska welcome address Joost Herman NOHA Jolanta Choińska-Mika university of warsaw CURRENT CHALLENGES IN HUMANITARIAN ACTION","29","Welcome address to the conference","Welcome address is part of the conference ""CURRENT CHALLENGES IN HUMANITARIAN ACTION” organised to celebrate 25th anniversaries of Polish Humanitarian Action and NOHA. 

The conference aimed to bring together different perspectives on current issues facing humanitarian aid worldwide. Through providing an academic forum for international and local entities engaged in humanitarian action, the conference enabled the dynamic exchange between institutional, legal and practical perspectives of responding to challenges.

Welcome address: 

Prof Jolanta Choińska-Mika, Vice-Rector of the University of Warsaw
Prof Joost Herman, President of NOHA
Ms Janina Ochojska, President of PAH’s Management Board"
"48","migration","pl","PolAkHum","3BVOen25wI0","47","0","0","0","0","Session 4: Protection of Humanitarian Workers","Session Four:  Protection of Humanitarian Workers is part of the conference ""CURRENT CHALLENGES IN HUMANITARIAN ACTION” organised to celebrate 25th anniversaries of Polish Humanitarian Action and NOHA. 

The conference aimed to bring together different perspectives on current issues facing humanitarian aid worldwide. Through providing an academic forum for international and local entities engaged in humanitarian action, the conference enabled the dynamic exchange between institutional, legal and practical perspectives of responding to challenges.

Panelists: 
International perspective: Alejandro Pozo (Medecins Sans Frontieres)
Legal perspective: Dr Agnieszka Bieńczyk-Missala, UW, NOHA
Discussion: Alejandro Pozo (Medecins Sans Frontieres), Robert Ghosn (Belgium Red Cross), Jackson Mungoni (Polish Humanitarian Action)

The conference took place in Warsaw, on 21-22nd of November 2017.","https://i.ytimg.com/vi/3BVOen25wI0/maxresdefault.jpg","CURRENT CHALLENGES IN HUMANITARIAN ACTION Alejandro Pozo Medecins Sans Frontieres Belgium Red Cross Polish Humanitarian Action Dr Agnieszka Bieńczyk-Missala NOHA Network on Humanitarian Action conference PAH conference humanitarian challenges Protection of Humanitarian Workers","29","Session 4: Protection of Humanitarian Workers","Session Four:  Protection of Humanitarian Workers is part of the conference ""CURRENT CHALLENGES IN HUMANITARIAN ACTION” organised to celebrate 25th anniversaries of Polish Humanitarian Action and NOHA. 

The conference aimed to bring together different perspectives on current issues facing humanitarian aid worldwide. Through providing an academic forum for international and local entities engaged in humanitarian action, the conference enabled the dynamic exchange between institutional, legal and practical perspectives of responding to challenges.

Panelists: 
International perspective: Alejandro Pozo (Medecins Sans Frontieres)
Legal perspective: Dr Agnieszka Bieńczyk-Missala, UW, NOHA
Discussion: Alejandro Pozo (Medecins Sans Frontieres), Robert Ghosn (Belgium Red Cross), Jackson Mungoni (Polish Humanitarian Action)

The conference took place in Warsaw, on 21-22nd of November 2017."
"49","migration","pl","PolAkHum","C_U2dy1s5yI","62","0","0","0","0","Session 3: Grand Bargain: Practice vs. Policy","Session Three: Grand Bargain: Practice vs. Policy is part of the conference ""CURRENT CHALLENGES IN HUMANITARIAN ACTION” organised to celebrate 25th anniversaries of Polish Humanitarian Action and NOHA. 

The conference aimed to bring together different perspectives on current issues facing humanitarian aid worldwide. Through providing an academic forum for international and local entities engaged in humanitarian action, the conference enabled the dynamic exchange between institutional, legal and practical perspectives of responding to challenges.

Panelists: 
International perspective: Andras Derzsi-Horvath, Global Public Policy Institute
Discussion: Andras Derzsi-Horvath (Global Public Policy Institute), Anne Street (CAFOD & VOICE Board Member), Swati Abida (Norwegian Church Aid)


The conference took place in Warsaw, on 21-22nd of November 2017.","https://i.ytimg.com/vi/C_U2dy1s5yI/maxresdefault.jpg","Andras Derzsi-Horvath Global Public Policy Institute CAFOD Norwegian Church Aid) CURRENT CHALLENGES IN HUMANITARIAN ACTION NOHA Polish Humanitarian Action grand bargain Network on Humaniarian Action University of Warsaw Humanitarian studies","29","Session 3: Grand Bargain: Practice vs. Policy","Session Three: Grand Bargain: Practice vs. Policy is part of the conference ""CURRENT CHALLENGES IN HUMANITARIAN ACTION” organised to celebrate 25th anniversaries of Polish Humanitarian Action and NOHA. 

The conference aimed to bring together different perspectives on current issues facing humanitarian aid worldwide. Through providing an academic forum for international and local entities engaged in humanitarian action, the conference enabled the dynamic exchange between institutional, legal and practical perspectives of responding to challenges.

Panelists: 
International perspective: Andras Derzsi-Horvath, Global Public Policy Institute
Discussion: Andras Derzsi-Horvath (Global Public Policy Institute), Anne Street (CAFOD & VOICE Board Member), Swati Abida (Norwegian Church Aid)


The conference took place in Warsaw, on 21-22nd of November 2017."
"50","migration","pl","PolAkHum","XaGrawCcQ6w","84","0","0","0","0","Session 2: Humanitarian Access and Assistance","Session 2: Session Two: Humanitarian Access and Assistance is part of the conference ""CURRENT CHALLENGES IN HUMANITARIAN ACTION” organised to celebrate 25th anniversaries of Polish Humanitarian Action and NOHA. 

The conference aimed to bring together different perspectives on current issues facing humanitarian aid worldwide. Through providing an academic forum for international and local entities engaged in humanitarian action, the conference enabled the dynamic exchange between institutional, legal and practical perspectives of responding to challenges.

Panelists: 
International perspective: Robert Ghosn, Belgium Red Cross
Legal perspective: Dr Elzbieta Mikos-Skuza, UW, NOHA
Discussion: Robert Ghosn (Belgium Red Cross), Alejandro Pozo (Medecins Sans Frontieres), Marek Stys (People In Need & VOICE Board Member), Hushnid Sattarov (Polish Humanitarian Action)

The conference took place in Warsaw, on 21-22nd of November 2017.","https://i.ytimg.com/vi/XaGrawCcQ6w/maxresdefault.jpg","Humanitarian Access and Assistance humanitarian access Noha Network on humanitarian action PAH Polish Humanitarian Action conference PAH and NOHA currnt challenges CURRENT CHALLENGES IN HUMANITARIAN ACTION","29","Session 2: Humanitarian Access and Assistance","Session 2: Session Two: Humanitarian Access and Assistance is part of the conference ""CURRENT CHALLENGES IN HUMANITARIAN ACTION” organised to celebrate 25th anniversaries of Polish Humanitarian Action and NOHA. 

The conference aimed to bring together different perspectives on current issues facing humanitarian aid worldwide. Through providing an academic forum for international and local entities engaged in humanitarian action, the conference enabled the dynamic exchange between institutional, legal and practical perspectives of responding to challenges.

Panelists: 
International perspective: Robert Ghosn, Belgium Red Cross
Legal perspective: Dr Elzbieta Mikos-Skuza, UW, NOHA
Discussion: Robert Ghosn (Belgium Red Cross), Alejandro Pozo (Medecins Sans Frontieres), Marek Stys (People In Need & VOICE Board Member), Hushnid Sattarov (Polish Humanitarian Action)

The conference took place in Warsaw, on 21-22nd of November 2017."
"51","migration","pl","PolAkHum","9-HUBSDrBTc","45","0","0","0","0","Twenty-five years: Maturity and Aspiration in Humanitarian Action: Prof Catherine Bragg","Keynote speach of Prof. Catherine Bragg from Dublin University is part of the conference CURRENT CHALLENGES IN HUMANITARIAN ACTION” organised to celebrate 25th anniversaries of Polish Humanitarian Action and NOHA. 

The conference aimed to bring together different perspectives on current issues facing humanitarian aid worldwide. Through providing an academic forum for international and local entities engaged in humanitarian action, the conference enabled the dynamic exchange between institutional, legal and practical perspectives of responding to challenges.

The conference took place in Warsaw, on 21-22nd of November 2017. 



Visit us:  www.pah.org.pl
Facebook: https: //www.facebook.com/PolskaAkcjaH ...
Instagram: https: //www.instagram.com/polskaakcja ...
Twitter: https://twitter.com/pah_org","https://i.ytimg.com/vi/9-HUBSDrBTc/maxresdefault.jpg","NOHA Network on Humanitarian Action Polish Humanitarian Action POlska Akcja Humanitarna Uniwersytet Warszawski University of Warsaw Maturity and Aspiration in Humanitarian Action Prof Catherine Bragg Univrersity of Dublin 25 aniversary of PAH konferencja PAH CURRENT CHALLENGES IN HUMANITARIAN ACTION conference NOHA and PAH teaching materials NOHA humanitarian action humaniarian studies janina ochojska 25 lat PAH","29","Twenty-five years: Maturity and Aspiration in Humanitarian Action: Prof Catherine Bragg","Keynote speach of Prof. Catherine Bragg from Dublin University is part of the conference CURRENT CHALLENGES IN HUMANITARIAN ACTION” organised to celebrate 25th anniversaries of Polish Humanitarian Action and NOHA. 

The conference aimed to bring together different perspectives on current issues facing humanitarian aid worldwide. Through providing an academic forum for international and local entities engaged in humanitarian action, the conference enabled the dynamic exchange between institutional, legal and practical perspectives of responding to challenges.

The conference took place in Warsaw, on 21-22nd of November 2017. 



Visit us:  www.pah.org.pl
Facebook: https: //www.facebook.com/PolskaAkcjaH ...
Instagram: https: //www.instagram.com/polskaakcja ...
Twitter: https://twitter.com/pah_org"
